words,spell,correct,frequency
อ,"['ขอ', 'พอ', 'รอ', 'อา', 'โอ', 'เอ', 'อี', 'อะ', 'ไอ', 'คอ', 'อก', 'อิ', 'อด', 'อร', 'อุ', 'จอ', 'หอ', 'ทอ', 'ออ', 'ลอ', 'อบ', 'กอ', 'อม', 'อู', 'อง', 'แอ', 'งอ', 'ปอ', 'ยอ', 'ตอ', 'มอ', 'ซอ', 'สอ', 'บอ', 'อำ', 'ฟอ', 'อน', 'นอ', 'วอ', 'อส', 'อึ', 'ดอ', 'อป', 'อว', 'ฮอ', 'ศอ', 'อล', 'ญอ', 'อพ', 'ธอ', 'อภ', 'ชอ', 'อค', 'ใอ', 'อห', 'ถอ', 'ภอ', 'อช', 'ฉอ', 'อญ', 'อท', 'อฏ', 'อจ', 'ผอ', 'ฃอ', 'ฅอ']",ขอ,13
แก๊ส,['แก๊ส'],แก๊ส,14
โครงสร้าง,['โครงสร้าง'],โครงสร้าง,14
ได้กลิ่น,['ได้กลิ่น'],ได้กลิ่น,14
กร,['อุปกรณ์'],อุปกรณ์,14
ขณะที่,['ขณะที่'],ขณะที่,14
ขึ้นไป,"['ขึ้นไป', 'ขึ้น', 'ขึ้นใจ', 'ขึ้นหา']",ขึ้นไป,14
ตะแกรง,['ตะแกรง'],ตะแกรง,14
ทางขึ้น,"['ทางขึ้น', 'ข้างขึ้น', 'ท้องขึ้น', 'ฟังขึ้น']",ทางขึ้น,14
มากกว่า,"['มากกว่า', 'หากว่า', 'มาตรว่า']",มากกว่า,14
รู,['รู'],รู,14
หลุด,['หลุด'],หลุด,14
เอา,['เอา'],เอา,15
แทน,['แทน'],แทน,15
ใส่หน้ากาก,['ใส่หน้ากาก'],ใส่หน้ากาก,15
กลิ่น,['กลิ่น'],กลิ่น,15
ขอบ,['ขอบ'],ขอบ,15
ฉาบปูน,['ฉาบปูน'],ฉาบปูน,15
ด,"['ดี', 'ดู', 'ใด', 'ลด', 'ดำ', 'ดา', 'ดิ', 'สด', 'กด', 'โด', 'อด', 'ดุ', 'จด', 'เด', 'ได', 'ดง', 'งด', 'รด', 'ดม', 'หด', 'มด', 'บด', 'ดด', 'ดะ', 'ดก', 'แด', 'คด', 'ทด', 'ขด', 'ดล', 'ตด', 'ซด', 'ดอ', 'ดร', 'ปด', 'นด', 'ดน', 'ผด', 'ดบ', 'ดค', 'ดส', 'ดต', 'ชด', 'พด', 'ยด', 'วด', 'ถด', 'ดป', 'ดช', 'ดึ', 'ดท', 'ฮด', 'ดจ', 'ฟด', 'ดพ', 'ฃด', 'ฝด', 'ฌด']",ดี,15
นข,['นข'],นข,15
ร่วมกับ,['ราวกับ'],ราวกับ,15
รั้ว,['รั้ว'],รั้ว,15
วิธี,['วิธี'],วิธี,15
สี,['สี'],สี,15
หา,['หา'],หา,15
ใหม่,['ใหม่'],ใหม่,16
ฉนวน,['ฉนวน'],ฉนวน,16
น็อต,['น็อต'],น็อต,16
ป,"['ไป', 'ปี', 'ปา', 'ปู', 'ปน', 'ปก', 'ปะ', 'โป', 'ปิ', 'ปม', 'ปอ', 'เป', 'ปร', 'ปุ', 'แป', 'ปง', 'อป', 'ปด', 'สป', 'ปต', 'ลป', 'ปฏ', 'รป', 'ใป', 'ปฤ', 'ปล', 'ปป', 'ปท', 'ยป', 'ดป', 'ทป', 'ตป', 'ปฐ', 'ธป', 'ปำ', 'ปจ', 'ปบ', 'ปณ', 'ปญ', 'ฑป', 'ปช', 'ปถ', 'ปส', 'ปค', 'ปึ', 'ถป', 'วป', 'ปพ']",ไป,16
ประแจ,['ประแจ'],ประแจ,16
มีโอกาส,['โอกาส'],โอกาส,16
ระยะ,['ระยะ'],ระยะ,16
แก้,['แก้'],แก้,17
ใต้,['ใต้'],ใต้,17
คว้าน,['คว้าน'],คว้าน,17
ชุด,['ชุด'],ชุด,17
นอก,['นอก'],นอก,17
ปลด,['ปลด'],ปลด,17
พัก,['พัก'],พัก,17
รอ,['รอ'],รอ,17
ล้าง,['ล้าง'],ล้าง,17
วัสดุ,['วัสดุ'],วัสดุ,17
สามารถ,['สามารถ'],สามารถ,17
หรือ,['หรือ'],หรือ,17
เจีย,['เจียร์'],เจียร์,18
เชือก,['เชือก'],เชือก,18
เชื่อ,['เชื่อม'],เชื่อม,18
เชื้อ,['เชื่อม'],เชื่อม,18
เชือ,['เชื่อม'],เชื่อม,18
เผื่อ,['เผื่อ'],เผื่อ,18
เริ่ม,['เริ่ม'],เริ่ม,18
เสี่ยง,['เสี่ยง'],เสี่ยง,18
เหมาะสม,['เหมาะสม'],เหมาะสม,18
เหยียบ,['เหยียบ'],เหยียบ,18
ขยาย,['ขนย้าย'],ขนย้าย,18
ด้าน,['ด้าน'],ด้าน,18
ด้านหน้า,['ด้านหน้า'],ด้านหน้า,18
ถม,['ถม'],ถม,18
ทางเดิน,['ทางเดิน'],ทางเดิน,18
ผูกมัด,['ผูกมัด'],ผูกมัด,18
พา,['พา'],พา,18
ย้าน,['ย้าย'],ย้าย,18
รอบ,['รอบ'],รอบ,18
ล้อ,['ล้อ'],ล้อ,18
ลักษณะ,['ลักษณะ'],ลักษณะ,18
ลาน,['ลาน'],ลาน,18
วางสาย,['วางวาย'],วางวาย,18
เข้ากับ,['เข้ากับ'],เข้ากับ,19
กลึง,['กลึง'],กลึง,19
ช่าง,['ช่าง'],ช่าง,19
ดึง,['ดึง'],ดึง,19
ต้อง,['ต้อง'],ต้อง,19
สัญญาณ,['สัญญาณ'],สัญญาณ,19
หิน,['หิน'],หิน,19
อันตราย,['อันตราย'],อันตราย,19
อาจ,['อาจ'],อาจ,19
เคลื่อนย้าย,['เคลื่อนย้าย'],เคลื่อนย้าย,20
เวลา,['เวลา'],เวลา,20
เฮียบ,['เฮี๊ยบ'],เฮี๊ยบ,20
ใบ,['ใบ'],ใบ,20
กล้องวัดระดับ,['กล้องวัดระดับ'],กล้องวัดระดับ,20
ข้อมูล,['ข้อมูล'],ข้อมูล,20
ฉีด,['ฉีด'],ฉีด,20
ตำแหน่ง,['ตำแหน่ง'],ตำแหน่ง,20
ประตู,['ประตู'],ประตู,20
ปิดกั้น,['ปิดกั้น'],ปิดกั้น,20
ล้าน,['ร้าน'],ร้าน,20
ขออนุญาต,['ขออนุญาต'],ขออนุญาต,21
ขา,['ขา'],ขา,21
ด้านบน,"['ด้านบน', 'ด้าน', 'ข้างบน', 'ช้านาน']",ด้านบน,21
ที่ทำงาน,['ที่ทำการ'],ที่ทำการ,21
ประเมิน,['ประเมิน'],ประเมิน,21
พาด,['พาด'],พาด,21
ลวด,['ลวด'],ลวด,21
และ,['และ'],และ,22
ข้อ,['ข้อ'],ข้อ,22
ประมาณ,['ประมาณ'],ประมาณ,22
พื้นผิว,['พื้นผิว'],พื้นผิว,22
เละ,['เละ'],เละ,22
กลับ,['กลับ'],กลับ,23
กวาด,['กวาด'],กวาด,23
ทีมงาน,['ทีมงาน'],ทีมงาน,23
พื้นคอนกรีต,['พื้นคอนกรีต'],พื้นคอนกรีต,23
ภายนอก,['ภายนอก'],ภายนอก,23
วาล์ว,['วาล์ว'],วาล์ว,23
เครน,['เครน'],เครน,24
เยี่ยมชม,['เยี่ยมชม'],เยี่ยมชม,24
เรย์,['เรย์'],เรย์,24
ตะกอน,['ตะกอน'],ตะกอน,24
ถาด,['ถาด'],ถาด,24
ทาง,['ทาง'],ทาง,24
ประ,['ประ'],ประ,24
พัดลม,['พัดลม'],พัดลม,24
ยึด,['ยึด'],ยึด,24
ราว,['ราว'],ราว,24
สวม,['สวม'],สวม,24
ห้อง,['ห้อง'],ห้อง,24
อาร์,['อาร์'],อาร์,24
เกิด,['เกิด'],เกิด,25
เฟส,['เฟส'],เฟส,25
ข้ามถนน,['ข้ามถนน'],ข้ามถนน,25
ค้าง,['ค้าง'],ค้าง,25
ถอน,['ถอน'],ถอน,25
ถุง,['ถุง'],ถุง,25
ที่สูง,"['ที่สูง', 'ที่สุด', 'ที่ทาง', 'ใฝ่สูง']",ที่สูง,25
น้ำหนัก,['น้ำหนัก'],น้ำหนัก,25
ร้า,['ร้าน'],ร้าน,25
หลังจาก,['หลังจาก'],หลังจาก,25
แกะ,['แกะ'],แกะ,26
กระบวนการผลิต,['กระบวนการผลิต'],กระบวนการผลิต,26
ขยะ,['ขยะ'],ขยะ,26
ฐาน,['ฐาน'],ฐาน,26
ตัวอย่าง,['ตัวอย่าง'],ตัวอย่าง,26
ตึก,['ตึก'],ตึก,26
ทดสอบ,['ทดสอบ'],ทดสอบ,26
ทราย,['ทราย'],ทราย,26
รถบรรทุก,['รถบรรทุก'],รถบรรทุก,26
ระหว่าง,['ระหว่าง'],ระหว่าง,26
รั่ว,['รั่ว'],รั่ว,26
เตือน,['เตือน'],เตือน,27
เท,['เท'],เท,27
ความเสี่ยง,['ความเสี่ยง'],ความเสี่ยง,27
ทิ้ง,['ทิ้ง'],ทิ้ง,27
ออกมา,['ออกญา'],ออกญา,27
ชำรุด,['ชำรุด'],ชำรุด,28
เก็บงาน,['เก็บงาน'],เก็บงาน,29
เพิ่ม,['เพิ่ม'],เพิ่ม,29
แนบ,['แนบ'],แนบ,29
การทำงาน,['การทำงาน'],การทำงาน,29
จะ,['จะ'],จะ,29
เข้าหน้า,['เข้าหน้า'],เข้าหน้า,30
โหลด,['โหลด'],โหลด,30
การ์ด,['การ์ด'],การ์ด,30
น้ำยา,['น้ำยา'],น้ำยา,30
เข็ม,['เข็ม'],เข็ม,31
ข้าม,['ข้าม'],ข้าม,31
ครอบคลุม,['ครอบคลุม'],ครอบคลุม,31
ปก,['ปก'],ปก,31
แผง,['แผง'],แผง,32
ก่อน,['ก่อน'],ก่อน,32
กีดขวาง,['กีดขวาง'],กีดขวาง,32
ตาม,['ตาม'],ตาม,32
รณ,['อุปกรณ์'],อุปกรณ์,32
ลงชื่อ,['ลงชื่อ'],ลงชื่อ,32
สลิง,['สลิง'],สลิง,32
เข้าไป,['เข้าไป'],เข้าไป,33
รับ,['รับ'],รับ,33
หลอดไฟ,['หลอดไฟ'],หลอดไฟ,34
เนื่องจาก,['เนื่องจาก'],เนื่องจาก,35
แล้ว,['แล้ว'],แล้ว,35
ผ่าน,['ผ่าน'],ผ่าน,35
อุป,['อุปกรณ์'],อุปกรณ์,35
เข้ามา,['เข้ามา'],เข้ามา,36
เสา,['เสา'],เสา,36
บรรทุก,['บรรทุก'],บรรทุก,36
ป้าย,['ป้าย'],ป้าย,36
ณ์,"['อุปกรณ์', 'ณา', 'ณี', 'ณุ', 'ณะ', 'ณิ', 'ณพ', 'รณ์', 'ณู', 'ษณ์', 'ณณ', 'ณก', 'ณญ', 'ณำ', 'ณฑ์', 'ณต', 'ธณ์', 'มณ์']",อุปกรณ์,37
ดู,['ดู'],ดู,37
มาตรการ,['มาตรการ'],มาตรการ,37
สลับ,['สลับ'],สลับ,37
หลัง,['หลัง'],หลัง,37
เพลิง,['เพลิง'],เพลิง,38
ใกล้,['ใกล้'],ใกล้,38
ป้องกัน,['ป้องกัน'],ป้องกัน,38
แอร์,['แอร์'],แอร์,39
โคมไฟ,"['โคมไฟ', 'โคม', 'โคม่า', 'คบไฟ', 'ผมไฟ', 'รุมไฟ', 'โคมัย', 'โคลฟ']",โคมไฟ,39
กอง,['กอง'],กอง,39
จัดเก็บ,"['จัดเก็บ', 'ตัดเย็บ', 'กักเก็บ']",จัดเก็บ,39
สภาพ,['สภาพ'],สภาพ,39
ส่อง,['ส่อง'],ส่อง,39
กราว,['กราว'],กราว,40
ด์,"['ดี', 'ดู', 'ดำ', 'ดา', 'ดิ', 'ดุ', 'ดง', 'ดม', 'ดด', 'ดะ', 'ดก', 'ดล', 'ดอ', 'ดร', 'ดน', 'ดบ', 'ดค', 'ดส', 'ดต', 'ดป', 'ดช', 'ดึ', 'ดท', 'ดจ', 'ดพ', 'ดท์', 'นด์', 'วด์', 'ดส์', 'ลด์']",ดี,40
ดูด,['ดูด'],ดูด,40
น้ำมัน,['น้ำมัน'],น้ำมัน,40
ผู้,['ผู้'],ผู้,40
อับ,['อับ'],อับ,40
อุ,['อุปกรณ์'],อุปกรณ์,40
ไม้,['ไม้'],ไม้,41
ถุงมือ,['ถุงมือ'],ถุงมือ,41
รอก,['รอก'],รอก,41
ดับ,['ดับ'],ดับ,42
ตรง,['ตรง'],ตรง,42
รอง,['รอง'],รอง,42
หัว,['หัว'],หัว,42
ข้าง,['ข้าง'],ข้าง,43
ด้านใน,"['ด้านใน', 'ด้าน', 'ข้างใน', 'ช้านาน']",ด้านใน,43
ต่อสาย,"['ต่อสาย', 'ต่อมา', 'ต่อสู้', 'ต่อย', 'ต่อตา', 'ต่าย', 'ต่ออายุ', 'ต่อตาม', 'ต่อปาก']",ต่อสาย,43
ทำให้,['ทำให้'],ทำให้,43
ปล่อง,['ปล่อง'],ปล่อง,43
เศษ,['เศษ'],เศษ,44
ทำความสะอาด,['ทำความสะอาด'],ทำความสะอาด,44
ระบาย,['ระบาย'],ระบาย,44
ส่ง,['ส่ง'],ส่ง,44
แขวน,['แขวน'],แขวน,45
ผ้าใบ,['ผ้าใบ'],ผ้าใบ,45
ยัง,['ยัง'],ยัง,45
เติมน้ำมัน,['เติมน้ำมัน'],เติมน้ำมัน,47
เลื่อย,['เลื่อย'],เลื่อย,47
ภายใน,['ภายใน'],ภายใน,47
สารเคมี,['สารเคมี'],สารเคมี,47
อาคาร,['อาคาร'],อาคาร,47
เฮี๊ยบ,"['เฮี๊ยบ', 'เจี๊ยบ', 'เปี๊ยบ', 'เอี๊ยบ', 'เฮี้ยบ', 'เตี๊ยบ', 'เฮียบ']",เฮี๊ยบ,48
กัด,['กัด'],กัด,48
คาน,['คาน'],คาน,48
หลังคา,['หลังคา'],หลังคา,48
เอกสาร,['เอกสาร'],เอกสาร,49
ตก,['ตก'],ตก,49
บันได,['บันได'],บันได,49
ยืน,['ยืน'],ยืน,49
แบบ,['แบบ'],แบบ,50
ตรวจ,['ตรวจ'],ตรวจ,50
ท้าย,['ท้าย'],ท้าย,50
ออก,['ออก'],ออก,50
เติม,['เติม'],เติม,51
ขึ้น,['ขึ้น'],ขึ้น,51
ปิด,['ปิด'],ปิด,51
ส่องกล้อง,['ส่องกล้อง'],ส่องกล้อง,51
ช่อง,['ช่อง'],ช่อง,52
ความสูง,['ความสูง'],ความสูง,53
ซึ่ง,['ซึ่ง'],ซึ่ง,53
เคมี,['เคมี'],เคมี,55
ไฟ,['ไฟ'],ไฟ,56
ต่อ,['ต่อ'],ต่อ,57
ตัว,['ตัว'],ตัว,57
ผ้า,['ผ้า'],ผ้า,57
ออกจาก,"['นอกจาก', 'ออกปาก', 'ออกหาก']",นอกจาก,57
ปิดล้อม,"['ปิดล้อม', 'แวดล้อม']",ปิดล้อม,58
ราง,['ราง'],ราง,58
ไฟฟ้า,['ไฟฟ้า'],ไฟฟ้า,59
จักร,['จักร'],จักร,59
นั่ง,['นั่ง'],นั่ง,59
เตรียมงาน,['เตรียมงาน'],เตรียมงาน,60
เหล็กเส้น,['เหล็กเส้น'],เหล็กเส้น,60
แต่,['แต่'],แต่,60
จึง,['จึง'],จึง,60
กระแส,['กระแส'],กระแส,61
อ่าน,['อ่าน'],อ่าน,61
เตรียม,['เตรียม'],เตรียม,62
ระบุ,['ระบุ'],ระบุ,62
เครือ,['เครื่อง'],เครื่อง,63
แจ้ง,['แจ้ง'],แจ้ง,63
ระดับ,['ระดับ'],ระดับ,67
เครื่องจักร,['เครื่องจักร'],เครื่องจักร,69
เกลี่ย,['เกลี่ย'],เกลี่ย,70
เกี่ยว,['เกี่ยว'],เกี่ยว,70
นัง,['นั่ง'],นั่ง,70
พื้น,['พื้น'],พื้น,70
ไว้,['ไว้'],ไว้,71
ง,"['ลง', 'คง', 'ไง', 'วง', 'จง', 'งง', 'งบ', 'งู', 'งา', 'ธง', 'ยง', 'ดง', 'งด', 'กง', 'ผง', 'อง', 'งอ', 'ชง', 'สง', 'ฮง', 'หง', 'พง', 'ขง', 'ตง', 'แง', 'รง', 'โง', 'นง', 'งะ', 'งก', 'งม', 'ทง', 'ปง', 'งำ', 'บง', 'มง', 'ซง', 'เง', 'งิ', 'ถง', 'ฟง', 'ฉง', 'งน', 'งี', 'งุ', 'ศง', 'งพ', 'ฝง', 'งค', 'งึ', 'ญง', 'ฃง', 'ฒง', 'ฎง', 'งล', 'งศ', 'งช']",ลง,71
ใช้งาน,['ใช้งาน'],ใช้งาน,72
ขณะ,['ขณะ'],ขณะ,73
คุณภาพ,['คุณภาพ'],คุณภาพ,73
นท,['นท'],นท,73
ติด,['ติด'],ติด,75
แปลน,['แปลน'],แปลน,76
ใส่,['ใส่'],ใส่,76
ทำการ,['ทำการ'],ทำการ,77
ผิ,['ผิด'],ผิด,77
วท,['วท'],วท,77
ปู,['ปู'],ปู,79
ส,"['ส.', 'สี', 'สิ', 'สา', 'สุ', 'สม', 'ใส', 'สด', 'รส', 'สบ', 'สะ', 'สน', 'สู', 'สึ', 'สห', 'สร', 'โส', 'เส', 'สอ', 'สง', 'สำ', 'สว', 'สก', 'สต', 'ไส', 'สค', 'แส', 'อส', 'สป', 'ทส', 'สถ', 'นส', 'สพ', 'สย', 'ลส', 'วส', 'ยส', 'สฤ', 'ดส', 'สส', 'สภ', 'สล', 'สท', 'สช', 'บส', 'ษส', 'จส', 'สจ', 'มส', 'พส', 'ตส', 'สญ', 'กส', 'คส', 'สศ', 'ปส', 'ชส', 'ภส', 'สณ', 'ผส', 'สฐ']",ส.,80
ว่า,['ว่า'],ว่า,81
ลง,['ลง'],ลง,82
แจ,['ประแจ'],ประแจ,83
าะ,"['จะ', 'นะ', 'ละ', 'คะ', 'อะ', 'ซะ', 'ระ', 'กะ', 'วะ', 'ตะ', 'ยะ', 'ฮะ', 'มะ', 'สะ', 'ทะ', 'ปะ', 'ขะ', 'ชะ', 'บะ', 'พะ', 'ดะ', 'ณะ', 'ฟะ', 'ฉะ', 'หะ', 'งะ', 'ภะ', 'ถะ', 'ผะ', 'ศะ', 'ธะ', 'ญะ', 'ษะ', 'ฑะ', 'ฏะ', 'ฆะ', 'ฎะ', 'ฐะ', 'ฝะ', 'ฌะ']",จะ,83
เป็น,['เป็น'],เป็น,85
ปฏิบัติงาน,['ปฏิบัติงาน'],ปฏิบัติงาน,85
แผ่น,['แผ่น'],แผ่น,86
สวมใส่,['สวมใส่'],สวมใส่,86
ตรวจวัด,"['ตรวจวัด', 'ตรวจจับ', 'ตำรวจวัง']",ตรวจวัด,88
คล้อง,['คล้อง'],คล้อง,89
เสียบ,['เสียบ'],เสียบ,91
มา,['มา'],มา,92
เตา,['เตา'],เตา,93
กัน,['กัน'],กัน,93
ปรับระดับ,['ปรับระดับ'],ปรับระดับ,93
ให้,['ให้'],ให้,94
มอเตอร์,['มอเตอร์'],มอเตอร์,97
ย้าย,['ย้าย'],ย้าย,97
ตู้,['ตู้'],ตู้,100
นั้ง,['นั้ง'],นั้ง,100
ขอ,['ขอ'],ขอ,104
อยู่,['อยู่'],อยู่,105
สายไฟ,['สายไฟ'],สายไฟ,107
ทั่วไป,['ทั่วไป'],ทั่วไป,108
อากาศ,['อากาศ'],อากาศ,109
บ่อ,['บ่อ'],บ่อ,113
เครื่อง,['เครื่อง'],เครื่อง,114
ขัน,['ขัน'],ขัน,114
ผู้ปฏิบัติงาน,['ผู้ปฏิบัติงาน'],ผู้ปฏิบัติงาน,119
เชือม,['เชื่อม'],เชื่อม,120
รอยร้าว,['รอยร้าว'],รอยร้าว,124
น้ำ,['น้ำ'],น้ำ,126
ยา,['ย้าย'],ย้าย,127
นํ้า,"['น้า', 'นห้า']",น้า,128
ลาก,['ลาก'],ลาก,133
พบ,['พบ'],พบ,137
เดิน,['เดิน'],เดิน,138
คอนกรีต,['คอนกรีต'],คอนกรีต,138
ทำงาน,['ทำงาน'],ทำงาน,139
วาง,['วาง'],วาง,139
ฝา,['ฝา'],ฝา,147
ไป,['ไป'],ไป,148
กับ,['กับ'],กับ,149
ํา,"['มา', 'หา', 'ตา', 'ยา', 'พา', 'นา', 'อา', 'ชา', 'สา', 'ขา', 'ลา', 'รา', 'กา', 'ซา', 'ดา', 'ทา', 'วา', 'คา', 'บา', 'ปา', 'จา', 'ญา', 'ฮา', 'ภา', 'งา', 'ฝา', 'ณา', 'ษา', 'ธา', 'ผา', 'ฟา', 'ฤา', 'ถา', 'ศา', 'ฐา', 'ฏา', 'ฬา', 'ฉา', 'ฎา', 'ฌา', 'ฑา', 'ฒา', 'ฆา', 'ฃา', 'ฦา']",มา,151
เครื่องมือ,['เครื่องมือ'],เครื่องมือ,156
เช็ค,['เช็ค'],เช็ค,157
เทคอนกรีต,['เทคอนกรีต'],เทคอนกรีต,157
จาก,['จาก'],จาก,159
ยิง,['ยิง'],ยิง,159
คน,['คน'],คน,161
ค่า,['ค่า'],ค่า,170
ร้าน,['ร้าน'],ร้าน,173
ระบบ,['ระบบ'],ระบบ,176
ผิว,['ผิว'],ผิว,183
วัด,['วัด'],วัด,185
เก็บ,['เก็บ'],เก็บ,191
ปรับ,['ปรับ'],ปรับ,199
เชื้อม,['เชื่อม'],เชื่อม,200
แนว,['แนว'],แนว,202
บด,['บด'],บด,211
แต่ง,['แต่ง'],แต่ง,214
การ,['การ'],การ,214
ซ่อม,['ซ่อม'],ซ่อม,219
หนา,['หนา'],หนา,225
อัด,['อัด'],อัด,228
ความ,['ความ'],ความ,229
เกิน,['เกิน'],เกิน,230
สนิม,['สนิม'],สนิม,230
ถัง,['ถัง'],ถัง,234
ตรวจสอบ,['ตรวจสอบ'],ตรวจสอบ,238
โดย,['โดย'],โดย,239
ทํา,"['ทำ', 'ท่า', 'ทา', 'ทรา', 'ท้า', 'ทยา', 'ทนา', 'ทวา', 'ทมา', 'ทศา', 'ทหา']",ทํา,242
เปิด,['เปิด'],เปิด,243
เข้า,['เข้า'],เข้า,247
ทำ,['ทำ'],ทำ,256
ความสะอาด,['ความสะอาด'],ความสะอาด,258
จุด,['จุด'],จุด,261
หน้า,['หน้า'],หน้า,265
เมตร,['เมตร'],เมตร,271
เทปูน,['เทปูน'],เทปูน,272
บน,['บน'],บน,282
ผนัง,['ผนัง'],ผนัง,284
ถ่ายรูป,['ถ่ายรูป'],ถ่ายรูป,288
ขัด,['ขัด'],ขัด,294
ผูก,['ผูก'],ผูก,295
วัชพืช,['วัชพืช'],วัชพืช,305
สำหรับ,['สำหรับ'],สำหรับ,305
กำจัด,['กำจัด'],กำจัด,307
เพื่อ,['เพื่อ'],เพื่อ,308
ด้วย,['ด้วย'],ด้วย,310
ใน,['ใน'],ใน,345
เหล็ก,['เหล็ก'],เหล็ก,347
สาย,['สาย'],สาย,347
ขุด,['ขุด'],ขุด,372
ตั้ง,['ตั้ง'],ตั้ง,404
ได้,['ได้'],ได้,423
ขน,['ขน'],ขน,423
สกัด,['สกัด'],สกัด,434
เข้าแบบ,['เข้าแบบ'],เข้าแบบ,439
ปูน,['ปูน'],ปูน,447
ทาสี,['ทาสี'],ทาสี,460
ท่อ,['ท่อ'],ท่อ,467
ใช้,['ใช้'],ใช้,470
นำ,['นำ'],นำ,473
ชั้น,['ชั้น'],ชั้น,485
รถ,['รถ'],รถ,527
แก้ไข,['แก้ไข'],แก้ไข,534
สูง,['สูง'],สูง,538
ที่,['ที่'],ที่,557
ของ,['ของ'],ของ,568
บริเวณ,['บริเวณ'],บริเวณ,571
หุ้ม,['หุ้ม'],หุ้ม,642
พื้นที่,['พื้นที่'],พื้นที่,655
เจาะ,['เจาะ'],เจาะ,690
มี,['มี'],มี,698
ดิน,['ดิน'],ดิน,741
รื้อถอน,['รื้อถอน'],รื้อถอน,763
รื้อ,['รื้อ'],รื้อ,799
เปลี่ยน,['เปลี่ยน'],เปลี่ยน,820
ถอด,['ถอด'],ถอด,865
และ,['และ'],และ,906
ไม่,['ไม่'],ไม่,1192
ยก,['ยก'],ยก,1229
เจียร,['เจียร์'],เจียร์,1264
เชื่อม,['เชื่อม'],เชื่อม,1384
ประกอบ,['ประกอบ'],ประกอบ,1413
ตัด,['ตัด'],ตัด,1507
ขนย้าย,"['ขนย้าย', 'ขยาย', 'ย้าย', 'คนร้าย', 'น้าย', 'ขนาย', 'นยาย']",ขนย้าย,2195
งาน,['งาน'],งาน,2370
อุปกรณ์,['อุปกรณ์'],อุปกรณ์,2392
นั่งร้าน,['นั่งร้าน'],นั่งร้าน,2719
ติดตั้ง,['ติดตั้ง'],ติดตั้ง,2850
ฟุต,['ฟุต'],ฟุต,2
เอ,['เอ'],เอ,5
ยู,['ยู'],ยู,2
วัชพืช,['วัชพืช'],วัชพืช,300
ปลั๊กไฟ,['ปลั๊กไฟ'],ปลั๊กไฟ,3
ว่าง,['ว่าง'],ว่าง,2
